krs17;krs17name;fl17;bev17;bevM17;bevF17;kbez;kbez;ksitz;kslk;kslkname;kreg17;kreg17name;st_kreg ;st_kreg_name ;kslk_kreg;kslk_kreg_name;ktyp4;ktyp4_name;slraum;slraum_name;raumt2010lage_kreis;raumt2010lage_kreis_name;ROR11;ROR11name;rtyp3;rtyp3name;AAG;AAGname;IAB_Typ;IAB_Typ_name;amr16;amr16name;foerd1420;amr_styp3;RBZ;RBZname;NUTS2;NUTS2name;grenzreg_v1;grenzreg_v2;metropolen_IKM_2015_a;metropolen_IKM_2015_b;land;land_name;kv;kv_name;WO;WO_name
9763;Kempten (Allgäu), Stadt;63,28;68330;33789;34541;41;Kreisfreie Stadt;Kempten (Allgäu);1;Kreisfreie Stadt;9780000;Oberallgäu/Kempten;1;zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;901;Allgäu;3;Ländliche Region;831;AA Kempten - Memmingen;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;203;Kempten;N;3;97;Schwaben;DE27;Schwaben;5;7,8;;;9;Bayern;71;Bayerns;1;Westdeutschland
9764;Memmingen, Stadt;70,11;43470;21478;21992;41;Kreisfreie Stadt;Memmingen;1;Kreisfreie Stadt;9778000;Unterallgäu/Memmingen;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;904;Donau-Iller (BY);3;Ländliche Region;831;AA Kempten - Memmingen;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;201;Memmingen;N;2;97;Schwaben;DE27;Schwaben;0;7,8;;;9;Bayern;71;Bayerns;1;Westdeutschland
9771;Aichach-Friedberg;780,25;132596;66182;66414;44;Landkreis;Aichach;2;Landkreis;9771000;Aichach-Friedberg;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;902;Augsburg;2;Region mit Verstädterungsansätzen;811;AA Augsburg;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;200;Augsburg;N;1;97;Schwaben;DE27;Schwaben;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9772;Augsburg;1070,61;249838;123993;125845;44;Landkreis;Augsburg;2;Landkreis;9772000;Augsburg;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;902;Augsburg;2;Region mit Verstädterungsansätzen;811;AA Augsburg;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;200;Augsburg;N;1;97;Schwaben;DE27;Schwaben;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9773;Dillingen a.d.Donau;792,24;95159;47663;47496;44;Landkreis;Dillingen a.d.Donau;2;Landkreis;9773000;Dillingen a.d.Donau;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;902;Augsburg;2;Region mit Verstädterungsansätzen;819;AA Donauwörth;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;198;Dillingen;N;2;97;Schwaben;DE27;Schwaben;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9774;Günzburg;762,41;124519;62851;61668;44;Landkreis;Günzburg;2;Landkreis;9774000;Günzburg;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;904;Donau-Iller (BY);3;Ländliche Region;819;AA Donauwörth;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;199;Günzburg;N;2;97;Schwaben;DE27;Schwaben;0;0;;;9;Bayern;71;Bayerns;1;Westdeutschland
9775;Neu-Ulm;515,85;172546;85562;86984;44;Landkreis;Neu-Ulm;2;Landkreis;9775000;Neu-Ulm;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;904;Donau-Iller (BY);3;Ländliche Region;819;AA Donauwörth;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;145;Ulm;N;1;97;Schwaben;DE27;Schwaben;0;0;;;9;Bayern;71;Bayerns;1;Westdeutschland
9776;Lindau (Bodensee);323,39;81148;39965;41183;44;Landkreis;Lindau (Bodensee);2;Landkreis;9776000;Lindau (Bodensee);0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;901;Allgäu;3;Ländliche Region;831;AA Kempten - Memmingen;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;204;Lindau;N;1;97;Schwaben;DE27;Schwaben;4,5;7,8;;;9;Bayern;71;Bayerns;1;Westdeutschland
9777;Ostallgäu;1394,46;139278;69419;69859;44;Landkreis;Marktoberdorf;2;Landkreis;9777000;Ostallgäu/Kaufbeuren;1;zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;901;Allgäu;3;Ländliche Region;831;AA Kempten - Memmingen;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;202;Kaufbeuren;N;3;97;Schwaben;DE27;Schwaben;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9778;Unterallgäu;1229,58;142544;71769;70775;44;Landkreis;Mindelheim;2;Landkreis;9778000;Unterallgäu/Memmingen;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;904;Donau-Iller (BY);3;Ländliche Region;831;AA Kempten - Memmingen;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;201;Memmingen;N;2;97;Schwaben;DE27;Schwaben;0;7,8;;;9;Bayern;71;Bayerns;1;Westdeutschland
9779;Donau-Ries;1274,56;133043;67559;65484;44;Landkreis;Donauwörth;2;Landkreis;9779000;Donau-Ries;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;902;Augsburg;2;Region mit Verstädterungsansätzen;819;AA Donauwörth;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;197;Donauwörth-Nördlingen;N;3;97;Schwaben;DE27;Schwaben;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9780;Oberallgäu;1527,98;154568;76232;78336;44;Landkreis;Sonthofen;2;Landkreis;9780000;Oberallgäu/Kempten;1;zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;901;Allgäu;3;Ländliche Region;831;AA Kempten - Memmingen;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;203;Kempten;N;3;97;Schwaben;DE27;Schwaben;5;7,8;;;9;Bayern;71;Bayerns;1;Westdeutschland
10041;Regionalverband Saarbrücken;410,95;330150;162107;168043;45;Regionalverband;Saarbrücken, Landeshauptstadt;2;Landkreis;10041000;Regionalverband Saarbrücken;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;1001;Saar;1;Städtische Region;555;AA Saarland;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;118;Saarbrücken;D;1;100;Saarland;DEC0;Saarland;3;5;;;10;Saarland;73;Saarland;1;Westdeutschland
10042;Merzig-Wadern;556,66;103656;51207;52449;44;Landkreis;Merzig, Kreisstadt;2;Landkreis;10042000;Merzig-Wadern;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;1001;Saar;1;Städtische Region;555;AA Saarland;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;116;Merzig;N;1;100;Saarland;DEC0;Saarland;2,3;5;;;10;Saarland;73;Saarland;1;Westdeutschland
10043;Neunkirchen;249,8;133297;65487;67810;44;Landkreis;Ottweiler;2;Landkreis;10043000;Neunkirchen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;1001;Saar;1;Städtische Region;555;AA Saarland;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;118;Saarbrücken;C/D;1;100;Saarland;DEC0;Saarland;0;5;;;10;Saarland;73;Saarland;1;Westdeutschland
10044;Saarlouis;459,35;195815;95872;99943;44;Landkreis;Saarlouis, Kreisstadt;2;Landkreis;10044000;Saarlouis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;1001;Saar;1;Städtische Region;555;AA Saarland;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;118;Saarbrücken;C/D;1;100;Saarland;DEC0;Saarland;3;5;;;10;Saarland;73;Saarland;1;Westdeutschland
10045;Saarpfalz-Kreis;418,28;143402;69768;73634;44;Landkreis;Homburg, Kreisstadt;2;Landkreis;10045000;Saar-Pfalz-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;1001;Saar;1;Städtische Region;555;AA Saarland;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;119;Homburg/Saar;N;1;100;Saarland;DEC0;Saarland;3;5;;;10;Saarland;73;Saarland;1;Westdeutschland
10046;St. Wendel;476,07;87867;43454;44413;44;Landkreis;St. Wendel, Kreisstadt;2;Landkreis;10046000;Sankt Wendel;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;1001;Saar;1;Städtische Region;555;AA Saarland;4;IIIa-Verdichtete Bezirke mit leicht unterdurchschnittlicher Arbeitslosigkeit;117;St. Wendel;N;1;100;Saarland;DEC0;Saarland;0;5;;;10;Saarland;73;Saarland;1;Westdeutschland
11000;Berlin, Stadt;891,12;3613495;1776267;1837228;41;Kreisfreie Stadt;Berlin;1;Kreisfreie Stadt;11000000;Berlin, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;1101;Berlin;1;Städtische Region;976;AA Berlin gesamt;9;Va-Großstädtische Bezirke im Osten mit sehr hoher Arbeitslosigkeit;205;Berlin;C/D;1;110;Berlin;DE30;Berlin;0;0;Hauptstadtregion Berlin-Brandenburg;;11;Berlin;72;Berlin;2;Ostdeutschland
12051;Brandenburg an der Havel, Stadt;229,72;71886;35522;36364;41;Kreisfreie Stadt;Brandenburg an der Havel;1;Kreisfreie Stadt;12069000;Potsdam-Mittelmark/Brandenburg;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;1201;Havelland-Fläming;3;Ländliche Region;39;AA Potsdam;10;Vb-Gering verdichtete Bezirke im Osten mit hoher Arbeitslosigkeit, zum Teil Grenzlagen zum Westen;206;Potsdam-Brandenburg;C*;2;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12052;Cottbus, Stadt;165,62;101036;49792;51244;41;Kreisfreie Stadt;Cottbus;1;Kreisfreie Stadt;12071000;Spree-Neiße/Cottbus;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;1202;Lausitz-Spreewald;3;Ländliche Region;35;AA Cottbus;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;207;Cottbus;C**;3;120;Brandenburg;DE40;Brandenburg;7;12;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12053;Frankfurt (Oder), Stadt;147,85;58237;28167;30070;41;Kreisfreie Stadt;Frankfurt(Oder);1;Kreisfreie Stadt;12067000;Oder-Spree/Frankfurt;1;zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;1203;Oderland-Spree;3;Ländliche Region;37;AA Frankfurt/Oder;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;208;Frankfurt/Oder;C**;3;120;Brandenburg;DE40;Brandenburg;7;12;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12054;Potsdam, Stadt;188,26;175710;85046;90664;41;Kreisfreie Stadt;Potsdam;1;Kreisfreie Stadt;12054000;Potsdam, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;1201;Havelland-Fläming;3;Ländliche Region;39;AA Potsdam;10;Vb-Gering verdichtete Bezirke im Osten mit hoher Arbeitslosigkeit, zum Teil Grenzlagen zum Westen;206;Potsdam-Brandenburg;C*;2;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12060;Barnim;1479,67;180864;89684;91180;44;Landkreis;Eberswalde;2;Landkreis;12060000;Barnim;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;1205;Uckermark-Barnim;3;Ländliche Region;36;AA Eberswalde;12;Vd-Ländliche Bezirke im Osten mit sehr schlechter Arbeitsmarktlage;209;Eberswalde;C**;2;120;Brandenburg;DE40;Brandenburg;7;13;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12061;Dahme-Spreewald;2274,48;167319;83022;84297;44;Landkreis;Lübben(Spreewald);2;Landkreis;12061000;Dahme-Spreewald;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;1202;Lausitz-Spreewald;3;Ländliche Region;35;AA Cottbus;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;210;Luckenwalde;C*;3;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12062;Elbe-Elster;1899,57;103455;51354;52101;44;Landkreis;Herzberg/Elster;2;Landkreis;12062000;Elbe-Elster;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1202;Lausitz-Spreewald;3;Ländliche Region;35;AA Cottbus;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;211;Finsterwalde;C*;3;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12063;Havelland;1727,29;160710;79527;81183;44;Landkreis;Rathenow;2;Landkreis;12063000;Havelland;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;1201;Havelland-Fläming;3;Ländliche Region;38;AA Neuruppin;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;206;Potsdam-Brandenburg;C*;2;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12064;Märkisch-Oderland;2158,67;192921;95718;97203;44;Landkreis;Seelow;2;Landkreis;12064000;Märkisch Oderland;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;1203;Oderland-Spree;3;Ländliche Region;37;AA Frankfurt/Oder;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;208;Frankfurt/Oder;C**;3;120;Brandenburg;DE40;Brandenburg;7;13;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12065;Oberhavel;1808,16;209893;103414;106479;44;Landkreis;Oranienburg;2;Landkreis;12065000;Oberhavel;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;1204;Prignitz-Oberhavel;3;Ländliche Region;38;AA Neuruppin;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;212;Oranienburg;C*;3;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12066;Oberspreewald-Lausitz;1223,07;111122;54614;56508;44;Landkreis;Senftenberg;2;Landkreis;12066000;Oberspreewald-Lausitz;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;1202;Lausitz-Spreewald;3;Ländliche Region;35;AA Cottbus;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;207;Cottbus;C*;3;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12067;Oder-Spree;2256,76;178347;87583;90764;44;Landkreis;Beeskow;2;Landkreis;12067000;Oder-Spree/Frankfurt;1;zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;1203;Oderland-Spree;3;Ländliche Region;37;AA Frankfurt/Oder;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;208;Frankfurt/Oder;C**;3;120;Brandenburg;DE40;Brandenburg;7;12;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12068;Ostprignitz-Ruppin;2526,57;99368;49521;49847;44;Landkreis;Neuruppin;2;Landkreis;12068000;Ostprignitz-Ruppin;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1204;Prignitz-Oberhavel;3;Ländliche Region;38;AA Neuruppin;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;213;Neuruppin;C*;3;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12069;Potsdam-Mittelmark;2592,06;213214;105612;107602;44;Landkreis;Bad Belzig;2;Landkreis;12069000;Potsdam-Mittelmark/Brandenburg;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;1201;Havelland-Fläming;3;Ländliche Region;39;AA Potsdam;10;Vb-Gering verdichtete Bezirke im Osten mit hoher Arbeitslosigkeit, zum Teil Grenzlagen zum Westen;206;Potsdam-Brandenburg;C*;2;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12070;Prignitz;2138,56;77263;38443;38820;44;Landkreis;Perleberg;2;Landkreis;12070000;Prignitz;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1204;Prignitz-Oberhavel;3;Ländliche Region;38;AA Neuruppin;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;214;Perleberg;C*;3;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12071;Spree-Neiße;1656,97;115456;56845;58611;44;Landkreis;Forst(Lausitz);2;Landkreis;12071000;Spree-Neiße/Cottbus;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;4;sehr peripher;1202;Lausitz-Spreewald;3;Ländliche Region;35;AA Cottbus;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;207;Cottbus;C**;3;120;Brandenburg;DE40;Brandenburg;7;12;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12072;Teltow-Fläming;2104,24;166890;83093;83797;44;Landkreis;Luckenwalde;2;Landkreis;12072000;Teltow-Fläming;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;1201;Havelland-Fläming;3;Ländliche Region;39;AA Potsdam;10;Vb-Gering verdichtete Bezirke im Osten mit hoher Arbeitslosigkeit, zum Teil Grenzlagen zum Westen;210;Luckenwalde;C*;3;120;Brandenburg;DE40;Brandenburg;0;0;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
12073;Uckermark;3076,9;120349;59014;61335;44;Landkreis;Prenzlau;2;Landkreis;12073000;Uckermark;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1205;Uckermark-Barnim;3;Ländliche Region;36;AA Eberswalde;12;Vd-Ländliche Bezirke im Osten mit sehr schlechter Arbeitsmarktlage;215;Prenzlau;C**;3;120;Brandenburg;DE40;Brandenburg;7;13;Hauptstadtregion Berlin-Brandenburg;;12;Brandenburg;83;Brandenburg;2;Ostdeutschland
13003;Rostock, Stadt;181,36;208409;102700;105709;41;Kreisfreie Stadt;Rostock;1;Kreisfreie Stadt;13003000;Rostock, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;2;zentral;1302;Mittleres Mecklenburg/Rostock;3;Ländliche Region;32;AA Rostock;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;216;Rostock;C*;2;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;9;14;;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
13004;Schwerin, Stadt;130,52;95797;46046;49751;41;Kreisfreie Stadt;Schwerin;1;Kreisfreie Stadt;13058000;Nordwestmecklenburg/Schwerin;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;1304;Westmecklenburg;3;Ländliche Region;33;AA Schwerin;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;217;Schwerin;C*;3;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;0;0;;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
13071;Mecklenburgische Seenplatte;5495,65;260574;127966;132608;44;Landkreis;Neubrandenburg;2;Landkreis;13071000;Mecklenburgische Seenplatte;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1301;Mecklenburgische Seenplatte;3;Ländliche Region;31;AA Neubrandenburg;12;Vd-Ländliche Bezirke im Osten mit sehr schlechter Arbeitsmarktlage;218;Mecklenburgische Seenplatte;C*;3;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;0;13;;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
13072;Landkreis Rostock;3431,28;214635;106746;107889;44;Landkreis;Güstrow;2;Landkreis;13072000;Landkreis Rostock;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1302;Mittleres Mecklenburg/Rostock;3;Ländliche Region;32;AA Rostock;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;216;Rostock;C*;2;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;9;14;;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
13073;Vorpommern-Rügen;3214,43;225123;110822;114301;44;Landkreis;Stralsund;2;Landkreis;13073000;Vorpommern-Rügen;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1303;Vorpommern;3;Ländliche Region;34;AA Stralsund;12;Vd-Ländliche Bezirke im Osten mit sehr schlechter Arbeitsmarktlage;219;Nordvorpommern;C*;3;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;9;13,14;;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
13074;Nordwestmecklenburg;2127,08;156993;78198;78795;44;Landkreis;Wismar;2;Landkreis;13058000;Nordwestmecklenburg/Schwerin;1;zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;1304;Westmecklenburg;3;Ländliche Region;33;AA Schwerin;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;217;Schwerin;C*;3;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;9;14;Metropolregion Hamburg;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
13075;Vorpommern-Greifswald;3945,63;237066;116376;120690;44;Landkreis;Greifswald;2;Landkreis;13075000;Vorpommern-Greifswald;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;4;sehr peripher;1303;Vorpommern;3;Ländliche Region;30;AA Greifswald;12;Vd-Ländliche Bezirke im Osten mit sehr schlechter Arbeitsmarktlage;220;Südvorpommern;C**;3;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;7;13,14;;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
13076;Ludwigslust-Parchim;4766,76;212522;106019;106503;44;Landkreis;Parchim;2;Landkreis;13076000;Ludwigslust-Parchim;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;1304;Westmecklenburg;3;Ländliche Region;33;AA Schwerin;11;Vc-Ländliche Bezirke im Osten mit schlechter Arbeitsmarktlage;217;Schwerin;C*;3;130;Mecklenburg-Vorpommern;DE80;Mecklenburg-Vorpommern;0;0;Metropolregion Hamburg;;13;Mecklenburg-Vorpommern;78;Mecklenburg-Vorpommern;2;Ostdeutschland
14511;Chemnitz, Stadt;221,05;246855;121771;125084;41;Kreisfreie Stadt;Chemnitz;1;Kreisfreie Stadt;14511000;Chemnitz, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;1403;Südsachsen;2;Region mit Verstädterungsansätzen;73;AA Chemnitz;9;Va-Großstädtische Bezirke im Osten mit sehr hoher Arbeitslosigkeit;221;Chemnitz;C*;1;140;Sachsen;DED1;Chemnitz;0;10;Metropolregion Mitteldeutschland;;14;Sachsen;98;Sachsen;2;Ostdeutschland
